CD_OSCAR,DC_NOME,FL_CAPITAL,DT_FIM_OPERACAO,CD_SITUACAO,TP_ESTACAO,VL_LATITUDE,CD_WSI,CD_DISTRITO,VL_ALTITUDE,SG_ESTADO,CD_ESTACAO,VL_LONGITUDE,DT_INICIO_OPERACAO
0-2000-0-86887,RIO DE JANEIRO - FORTE DE COPACABANA,N,0.0,Operante,Automatica,-22.98833333,0-76-0-3304557000000187,6,25.59,RJ,A652,-43.19055555,2007-05-17
0-2000-0-84816,RIO DE JANEIRO - JACAREPAGUA,N,0.0,Operante,Automatica,-22.93999999,0-76-0-3304557000000553,6,20.0,RJ,A636,-43.40277777,2017-08-09
0-2000-0-86879,RIO DE JANEIRO - VILA MILITAR,N,0.0,Operante,Automatica,-22.86138888,0-76-0-3304557000000179,6,30.43,RJ,A621,-43.41138888,2007-04-12
0-2000-0-86914,RIO DE JANEIRO-MARAMBAIA,N,0.0,Operante,Automatica,-23.05027777,0-76-0-3304557000000024,6,12.0,RJ,A602,-43.59555555,2002-11-07
0-2000-0-86944,RIO DO CAMPO,N,0.0,Pane,Automatica,-26.93749999,0-76-0-4214508000000312,8,591.67,SC,A861,-50.14555555,2008-03-09
0-2000-0-86995,RIO GRANDE,N,0.0,Operante,Automatica,-32.07888888,0-76-0-4315602000000014,8,4.92,RS,A802,-52.16777777,2001-11-15
0-2000-0-86945,RIO NEGRINHO,N,0.0,Operante,Automatica,-26.2486111,0-76-0-4215000000000320,8,800.0,SC,A862,-49.57416666,2008-03-21
0-2000-0-86978,RIO PARDO,N,0.0,Operante,Automatica,-29.87222221,0-76-0-4315701000000115,8,106.99,RS,A813,-52.38194443,2006-09-29
0-2000-0-86721,RIO PARDO DE MINAS,N,0.0,Operante,Automatica,-15.72305554,0-76-0-3155603000000275,5,850.06,MG,A551,-42.43583333,2007-11-16
0-2000-0-81981,RIO SONO,N,0.0,Operante,Automatica,-9.793363,0-76-0-1718758000000523,10,291.0,TO,A050,-47.132732,2016-08-02
0-2000-0-81700,RIO URUBU,N,0.0,Operante,Automatica,-2.6336111,0-76-0-1303536000000390,1,112.84,AM,A125,-59.60055555,2008-06-25
0-2000-0-86753,RIO VERDE,N,0.0,Operante,Automatica,-17.78527777,0-76-0-5218805000000184,10,780.11,GO,A025,-50.965,2007-05-16
0-2000-0-81786,RONDON DO PARA,N,0.0,Operante,Automatica,-4.82749999,0-76-0-1506187000000342,2,203.0,PA,A214,-48.1736111,2008-04-16
0-2000-0-86728,RONDONOPOLIS,N,0.0,Pane,Automatica,-16.4625,0-76-0-5107602000000065,9,289.88,MT,A907,-54.58027777,2003-11-16
0-2000-0-86683,ROSARIO OESTE,N,0.0,Operante,Automatica,-14.82888888,0-76-0-5107701000000591,9,195.0,MT,A944,-56.44194444,2019-05-29
0-2000-0-81643,S. G. DA CACHOEIRA,N,0.0,Operante,Automatica,-0.125207,0-76-0-1303809000000476,1,79.67,AM,A134,-67.061246,2011-08-30
0-2000-0-86664,S.J. DO RIO CLARO,N,0.0,Operante,Automatica,-13.45388888,0-76-0-5107305000000062,9,339.59,MT,A903,-56.67722221,2003-02-24
0-2000-0-86795,SACRAMENTO,N,0.0,Operante,Automatica,-19.87527777,0-76-0-3156908000000095,5,913.12,MG,A525,-47.43416666,2006-08-18
0-2000-0-81949,SALGUEIRO,N,0.0,Operante,Automatica,-8.05805555,0-76-0-2612208000000558,3,447.0,PE,A370,-39.0961111,2017-09-14
0-2000-0-86741,SALINAS,N,0.0,Operante,Automatica,-16.16027777,0-76-0-3157005000000253,5,487.14,MG,A552,-42.31027777,2007-09-13
0-2000-0-81660,SALINOPOLIS,N,0.0,Operante,Automatica,-0.61888888,0-76-0-1506203000000383,2,23.18,PA,A215,-47.35666666,2008-06-13
0-2000-0-86703,SALTO DO CEU,N,0.0,Operante,Automatica,-15.12472221,0-76-0-5107750000000283,9,300.83,MT,A936,-58.12722221,2008-01-23
0-2000-0-86678,SALVADOR,N,0.0,Operante,Automatica,-13.005515,0-76-0-2927408000000004,4,47.56,BA,A401,-38.50576,2000-05-12
0-2000-0-86660,SALVADOR (RADIO FAROL),N,0.0,Operante,Automatica,-12.80833333,0-76-0-2927408000000572,4,31.0,BA,A456,-38.49583333,2018-03-09
0-2000-0-81876,SANTA CRUZ,N,0.0,Operante,Automatica,-6.22805554,0-76-0-2411205000000464,3,227.49,RN,A367,-36.02666666,2010-08-16
0-2000-0-81898,SANTA FE DO ARAGUAIA,N,0.0,Operante,Automatica,-7.124191,0-76-0-1718865000000522,10,171.0,TO,A048,-48.781267,2016-07-29
0-2000-0-86977,SANTA MARIA,N,0.0,Operante,Automatica,-29.72499999,0-76-0-4316907000000016,8,103.1,RS,A803,-53.72055554,2001-11-25
0-2000-0-81871,SANTA MARIA DAS BARREIRAS,N,0.0,Operante,Automatica,-8.72972221,0-76-0-1506583000000598,2,165.0,PA,A256,-49.85638888,2020-12-17
0-2000-0-84825,SANTA MARIA MADALENA,N,0.0,Operante,Automatica,-21.95055555,0-76-0-3304607000000584,6,517.0,RJ,A630,-42.01027777,2018-10-15
0-2000-0-86633,SANTA RITA DE CASSIA,N,0.0,Operante,Automatica,-11.00333333,0-76-0-2928406000000198,4,450.0,BA,A415,-44.53638888,2007-05-27
0-2000-0-86950,SANTA ROSA,N,0.0,Pane,Automatica,-27.89055555,0-76-0-4317202000000138,8,272.84,RS,A810,-54.47999999,2006-11-14
0-2000-0-86631,SANTA ROSA DO TOCANTINS,N,0.0,Operante,Automatica,-11.42888888,0-76-0-1718907000000500,10,306.0,TO,A052,-48.18499999,2015-08-13
0-2000-0-86804,SANTA TERESA,N,0.0,Pane,Automatica,-19.98833333,0-76-0-3204609000000240,6,975.92,ES,A613,-40.57944443,2007-08-08
0-2000-0-81982,SANTANA DO ARAGUAIA,N,0.0,Operante,Automatica,-9.34055555,0-76-0-1506708000000369,2,154.0,PA,A233,-50.35027777,2008-05-29
0-2000-0-86983,SANTANA DO LIVRAMENTO,N,0.0,Operante,Automatica,-30.75055555,0-76-0-4317103000000015,8,196.0,RS,A804,-55.40138888,2001-11-21
0-2000-0-81707,SANTAREM,N,0.0,Operante,Automatica,-2.5025,0-76-0-1506807000000506,2,137.0,PA,A250,-54.72027777,2015-09-01
0-2000-0-86976,SANTIAGO,N,0.0,Operante,Automatica,-29.191599,0-76-0-4317400000000441,8,390.03,RS,A833,-54.885653,2009-02-03
0-2000-0-86685,SANTO ANTONIO DO LESTE,N,0.0,Operante,Automatica,-14.92499999,0-76-0-1381098000000370,9,662.0,MT,A931,-53.88444444,2008-05-29
0-2000-0-86952,SANTO AUGUSTO,N,0.0,Operante,Automatica,-27.85444444,0-76-0-4317806000000017,8,489.67,RS,A805,-53.7911111,2001-12-04
0-2000-0-86960,SAO BORJA,N,0.0,Operante,Automatica,-28.65,0-76-0-4318002000000236,8,81.08,RS,A830,-56.01638888,2007-07-20
0-2000-0-86845,SAO CARLOS,N,0.0,Operante,Automatica,-21.980353,0-76-0-3548906000000104,7,859.29,SP,A711,-47.883927,2006-09-03
0-2000-0-86628,SAO FELIX  DO ARAGUAIA,N,0.0,Pane,Automatica,-11.61888888,0-76-0-5107859000000259,9,201.37,MT,A921,-50.72777777,2007-10-18
0-2000-0-81858,SAO FELIX DO XINGU,N,0.0,Pane,Automatica,-6.63972221,0-76-0-1507300000000532,2,211.0,PA,A216,-51.95694444,2016-11-14
0-2000-0-86984,SAO GABRIEL,N,0.0,Operante,Automatica,-30.34138888,0-76-0-4318309000000226,8,114.89,RS,A832,-54.31083333,2007-07-10
0-2000-0-86789,SAO GABRIEL DO OESTE,N,0.0,Operante,Automatica,-19.42027777,0-76-0-5007695000000159,7,646.0,MS,A732,-54.55305555,2006-12-17
0-2000-0-81774,SAO GONCALO,N,0.0,Operante,Automatica,-6.835777,0-76-0-2516201000000264,3,237.04,PB,A333,-38.311583,2007-11-05
0-2000-0-86849,SAO JOAO DEL REI,N,0.0,Operante,Automatica,-21.10638888,0-76-0-3162500000000078,5,929.88,MG,A514,-44.25083333,2006-06-08
0-2000-0-81848,SAO JOAO DO PIAUI,N,0.0,Operante,Automatica,-8.36444444,0-76-0-2210003000000244,3,231.0,PI,A331,-42.2525,2007-08-25
0-2000-0-86969,SAO JOAQUIM,N,0.0,Operante,Automatica,-28.27555554,0-76-0-4216503000000336,8,1400.06,SC,A815,-49.93472221,2008-04-11
0-2000-0-86621,SAO JOSE DO XINGU,N,0.0,Operante,Automatica,-10.48416666,0-76-0-5107354000000589,9,300.0,MT,A942,-52.37249999,2019-02-18
0-2000-0-86967,SAO JOSE DOS AUSENTES,N,0.0,Operante,Automatica,-28.7486111,0-76-0-4318622000000127,8,1228.59,RS,A829,-50.05777777,2006-10-25
0-2000-0-81715,SAO LUIS,N,0.0,Operante,Automatica,-2.52666666,0-76-0-2111300000000047,2,54.8,MA,A203,-44.21361111,2003-01-28
0-2000-0-81997,SAO LUIS DO QUITUNDE,N,0.0,Operante,Automatica,-9.28749999,0-76-0-2707404000000424,3,13.69,AL,A356,-35.56583333,2008-09-07
0-2000-0-86912,SAO LUIZ DO PARAITINGA,N,0.0,Operante,Automatica,-23.22833332,0-76-0-3535606000000262,7,862.3,SP,A740,-45.41694443,2007-10-31
0-2000-0-86961,SAO LUIZ GONZAGA,N,0.0,Operante,Automatica,-28.41722221,0-76-0-4318903000000237,8,245.5,RS,A852,-54.9625,2007-07-24
0-2000-0-86786,SAO MATEUS,N,0.0,Operante,Automatica,-18.6761111,0-76-0-3204906000000124,6,28.66,ES,A616,-39.86416666,2006-10-24
0-2000-0-86931,SAO MATEUS DO SUL,N,0.0,Operante,Automatica,-25.83555555,0-76-0-4125605000000472,8,780.21,PR,A874,-50.36888888,2011-04-16
0-2000-0-86906,SAO MIGUEL ARCANJO,N,0.0,Operante,Automatica,-23.89083333,0-76-0-3550209000000093,7,710.0,SP,A715,-47.99916666,2006-08-14
0-2000-0-86646,SAO MIGUEL DO ARAGUAIA,N,0.0,Operante,Automatica,-12.82055554,0-76-0-5220207000000550,10,210.0,GO,A031,-50.33583333,2017-06-28
0-2000-0-86937,SAO MIGUEL DO OESTE,N,0.0,Operante,Automatica,-26.78638888,0-76-0-4217204000000316,8,647.0,SC,A857,-53.51416666,2008-03-11
0-2000-0-86909,SAO PAULO - INTERLAGOS,N,0.0,Operante,Automatica,-23.724501,0-76-0-3550308000000573,7,771.0,SP,A771,-46.677501,2018-03-13
0-2000-0-86910,SAO PAULO - MIRANTE,N,0.0,Operante,Automatica,-23.49638888,0-76-0-3550308000000089,7,785.64,SP,A701,-46.61999999,2006-07-24
0-2000-0-81989,SAO RAIMUNDO NONATO,N,0.0,Operante,Automatica,-9.03305554,0-76-0-2210607000000294,3,385.0,PI,A345,-42.70111111,2008-02-26
0-2000-0-86739,SAO ROMAO,N,0.0,Operante,Automatica,-16.36277777,0-76-0-3164209000000218,5,490.29,MG,A547,-45.12388888,2007-06-29
0-2000-0-86811,SAO SEBASTIAO DO PARAISO,N,0.0,Operante,Automatica,-20.91,0-76-0-3164704000000501,5,845.0,MG,A561,-47.11416666,2015-08-16
0-2000-0-84828,SAO SIMAO,N,0.0,Operante,Automatica,-21.46111111,0-76-0-3550902000000592,7,620.0,SP,A770,-47.57944443,2019-07-02
0-2000-0-86773,SAO SIMAO,N,0.0,Operante,Automatica,-18.969142,0-76-0-5220405000000084,10,492.45,GO,A011,-50.633449,2006-07-14
0-2000-0-84802,SAO VICENTE DO SUL,N,0.0,Operante,Automatica,-29.70222222,0-76-0-4319802000000511,8,134.0,RS,A889,-54.69444444,2016-04-05
0-2000-0-86667,SAPEZAL,N,0.0,Operante,Automatica,-13.30388888,0-76-0-5107875000000563,9,105.0,MT,A911,-58.76333333,2017-10-19
0-2000-0-86885,SAQUAREMA - SAMPAIO CORREIA,N,0.0,Operante,Automatica,-22.8711111,0-76-0-3305505000000507,6,26.0,RJ,A667,-42.60888888,2015-09-01
0-2000-0-86611,SENHOR DO BONFIM,N,0.0,Operante,Automatica,-10.44305555,0-76-0-2930105000000322,4,532.09,BA,A428,-40.14833333,2008-03-26
0-2000-0-84801,SERAFINA CORREA,N,0.0,Operante,Automatica,-28.70472222,0-76-0-4320404000000509,8,485.29,RS,A894,-51.87083332,2016-03-31
0-2000-0-86878,SEROPEDICA-ECOLOGIA AGRICOLA,N,0.0,Operante,Automatica,-22.75777777,0-76-0-3305554000000002,6,35.0,RJ,A601,-43.68472221,2000-05-23
0-2000-0-86763,SERRA DOS AIMORES,N,0.0,Operante,Automatica,-17.79888888,0-76-0-3166709000000096,5,211.97,MG,A522,-40.25,2006-08-20
0-2000-0-81860,SERRA DOS CARAJAS,N,0.0,Pane,Automatica,-6.07749999,0-76-0-1505536000000418,2,707.0,PA,A230,-50.14222221,2008-09-02
0-2000-0-86641,SERRA NOVA DOURADA,N,0.0,Operante,Automatica,-11.98777777,0-76-0-5100359000000590,9,441.0,MT,A943,-51.4261111,2019-03-28
0-2000-0-81912,SERRA TALHADA,N,0.0,Operante,Automatica,-7.95416666,0-76-0-2613909000000395,3,499.02,PE,A350,-38.29499999,2008-07-08
0-2000-0-86637,SERRINHA,N,0.0,Operante,Automatica,-11.66472222,0-76-0-2930501000000361,4,337.79,BA,A441,-39.02305554,2008-05-08
0-2000-0-86790,SETE LAGOAS,N,0.0,Operante,Automatica,-19.45527777,0-76-0-3167202000000520,5,719.0,MG,A569,-44.17333332,2016-06-09
0-2000-0-86895,SETE QUEDAS,N,0.0,Operante,Automatica,-23.96694443,0-76-0-5007703000000376,7,398.4,MS,A751,-55.02416666,2008-06-02
0-2000-0-86809,SIDROLANDIA,N,0.0,Operante,Automatica,-20.98166666,0-76-0-5007901000000434,7,471.43,MS,A754,-54.97194443,2008-09-28
0-2000-0-86893,SILVA JARDIM,N,0.0,Operante,Automatica,-22.64583333,0-76-0-3305604000000505,6,19.0,RJ,A659,-42.41555555,2015-08-27
0-2000-0-86735,SILVANIA,N,0.0,Operante,Automatica,-16.67972221,0-76-0-5220603000000469,10,952.0,GO,A037,-48.61805554,2010-10-07
0-2000-0-86626,SINOP,N,0.0,Operante,Automatica,-11.98222221,0-76-0-5107909000000129,9,366.57,MT,A917,-55.56611111,2006-10-28
0-2000-0-81754,SOBRAL,N,0.0,Operante,Automatica,-3.74805555,0-76-0-2312908000000054,3,92.07,CE,A306,-40.34583333,2003-02-11
0-2000-0-86964,SOLEDADE,N,0.0,Operante,Automatica,-28.859211,0-76-0-4320800000000301,8,660.44,RS,A837,-52.542387,2008-02-29
0-2000-0-86769,SONORA,N,0.0,Operante,Automatica,-17.63527777,0-76-0-5007935000000489,7,495.25,MS,A761,-54.76055555,2012-11-29
0-2000-0-86907,SOROCABA,N,0.0,Operante,Automatica,-23.4261111,0-76-0-3552205000000098,7,609.33,SP,A713,-47.58555555,2006-08-21
0-2000-0-86645,SORRISO,N,0.0,Operante,Automatica,-12.555,0-76-0-5107925000000035,9,379.31,MT,A904,-55.72277777,2002-12-15
0-2000-0-81658,SOURE,N,0.0,Pane,Automatica,-0.72777777,0-76-0-1507904000000352,2,12.54,PA,A227,-48.51583333,2008-04-26
0-2000-0-81917,SURUBIM,N,0.0,Operante,Automatica,-7.83972221,0-76-0-2614501000000310,3,421.44,PE,A328,-35.80111111,2008-03-08
0-2000-0-86998,Santa Vitoria do Palmar - Barra do Chui,N,0.0,Operante,Automatica,-33.74222221,0-76-0-4305439000000309,8,7.41,RS,A899,-53.37222221,2008-03-07
0-2000-0-86682,TANGARA DA SERRA,N,0.0,Operante,Automatica,-14.65,0-76-0-5107958000000030,9,440.01,MT,A902,-57.43166666,2002-12-10
0-2000-0-81872,TAUA,N,0.0,Pane,Automatica,-6.01749999,0-76-0-2313302000000228,3,410.87,CE,A324,-40.28138888,2007-07-11
0-2000-0-86911,TAUBATE,N,0.0,Operante,Automatica,-23.04166666,0-76-0-3554102000000162,7,582.26,SP,A728,-45.52083332,2006-12-19
0-2000-0-86762,TEOFILO OTONI,N,0.0,Operante,Automatica,-17.89284,0-76-0-3168606000000099,5,467.17,MG,A527,-41.515423,2006-08-24
0-2000-0-81827,TERESINA,N,0.0,Operante,Automatica,-5.03472221,0-76-0-2211001000000069,3,75.23,PI,A312,-42.80138888,2004-11-23
0-2000-0-86888,TERESOPOLIS-PARQUE NACIONAL,N,0.0,Operante,Automatica,-22.4486111,0-76-0-3305802000000131,6,981.0,RJ,A618,-42.98694444,2006-10-31
0-2000-0-86987,TEUTONIA,N,0.0,Operante,Automatica,-29.44916666,0-76-0-4321451000000484,8,81.0,RS,A882,-51.82333332,2012-10-03
0-2000-0-81753,TIANGUA,N,0.0,Operante,Automatica,-3.73222221,0-76-0-2313401000000574,3,756.0,CE,A368,-41.01194444,2018-03-14
0-2000-0-86801,TIMOTEO,N,0.0,Operante,Automatica,-19.57388888,0-76-0-3168705000000075,5,493.42,MG,A511,-42.62249999,2006-02-21
0-2000-0-81711,TOME ACU,N,0.0,Operante,Automatica,-2.59249999,0-76-0-1508001000000256,2,42.95,PA,A213,-48.36055555,2007-10-13
0-2000-0-86981,TORRES,N,0.0,Operante,Automatica,-29.35027777,0-76-0-4321501000000077,8,8.44,RS,A808,-49.73333333,2006-05-31
0-2000-0-86990,TRAMANDAI,N,0.0,Operante,Automatica,-30.01027777,0-76-0-4321600000000311,8,4.56,RS,A834,-50.13583333,2008-03-08
0-2000-0-86813,TRES LAGOAS,N,0.0,Operante,Automatica,-20.79499999,0-76-0-5008305000000011,7,328.94,MS,A704,-51.71333333,2001-09-02
0-2000-0-86779,TRES MARIAS,N,0.0,Operante,Automatica,-18.200855,0-76-0-3169356000000100,5,931.01,MG,A528,-45.459836,2006-08-24
0-2000-0-84804,TRES RIOS,N,0.0,Operante,Automatica,-22.09833333,0-76-0-3306008000000519,6,295.0,RJ,A625,-43.20833333,2016-06-07
0-2000-0-81859,TUCUMA,N,0.0,Pane,Automatica,-6.74333333,0-76-0-1508084000000404,2,320.93,PA,A234,-51.14194444,2008-07-17
0-2000-0-81743,TUCURUI,N,0.0,Operante,Automatica,-3.82277777,0-76-0-1508100000000300,2,137.94,PA,A229,-49.67499999,2008-02-29
0-2000-0-84812,TUPA,N,0.0,Operante,Automatica,-21.927251,0-76-0-3555000000000546,7,498.0,SP,A768,-50.490251,2017-05-11
0-2000-0-84805,TUPANCIRETA,N,0.0,Operante,Automatica,-29.08944444,0-76-0-4322202000000526,8,462.0,RS,A886,-53.82666666,2016-08-10
0-2000-0-81687,TURIACU,N,0.0,Operante,Automatica,-1.66111111,0-76-0-2112407000000380,2,35.86,MA,A219,-45.37249999,2008-06-09
0-2000-0-84814,UBERABA,N,0.0,Operante,Automatica,-19.71,0-76-0-3170107000000549,5,778.0,MG,A568,-47.96194444,2017-05-18
0-2000-0-86776,UBERLANDIA,N,0.0,Operante,Automatica,-18.91694443,0-76-0-3170206000000036,5,874.77,MG,A507,-48.25555555,2002-12-17
0-2000-0-86724,UNA,N,0.0,Operante,Automatica,-15.28027777,0-76-0-2932507000000389,4,74.08,BA,A437,-39.09138888,2008-06-24
0-2000-0-86738,UNAI,N,0.0,Operante,Automatica,-16.55416666,0-76-0-3170404000000212,5,640.85,MG,A542,-46.88194443,2007-06-15
0-2000-0-81702,URUCARA,N,0.0,Operante,Automatica,-2.53472221,0-76-0-1304302000000341,1,18.49,AM,A124,-57.75805555,2008-04-16
0-2000-0-81905,URUCUI,N,0.0,Operante,Automatica,-7.44138888,0-76-0-2211209000000305,3,398.83,PI,A346,-44.34499999,2008-03-05
0-2000-0-86973,URUGUAIANA,N,0.0,Operante,Automatica,-29.83999999,0-76-0-4322400000000112,8,74.29,RS,A809,-57.08194443,2006-09-27
0-2000-0-86970,URUSSANGA,N,0.0,Operante,Automatica,-28.53249999,0-76-0-4219002000000368,8,40.56,SC,A814,-49.31527777,2008-05-28
0-2000-0-86966,VACARIA,N,0.0,Operante,Automatica,-28.51361111,0-76-0-4322509000000350,8,969.89,RS,A880,-50.88277777,2008-04-25
0-2000-0-86875,VALENCA,N,0.0,Operante,Automatica,-22.35805555,0-76-0-3306107000000111,6,370.0,RJ,A611,-43.69555555,2006-09-26
0-2000-0-86676,VALENCA,N,0.0,Operante,Automatica,-13.3436111,0-76-0-2932903000000451,4,93.12,BA,A444,-39.12666666,2009-06-28
0-2000-0-81870,VALENCA DO PIAUI,N,0.0,Operante,Automatica,-6.4236111,0-76-0-2211308000000444,3,372.0,PI,A363,-41.74888888,2009-04-17
0-2000-0-86838,VALPARAISO,N,0.0,Operante,Automatica,-21.31916666,0-76-0-3556305000000245,7,381.9,SP,A734,-50.93027777,2007-08-29
0-2000-0-86848,VARGINHA,N,0.0,Operante,Automatica,-21.56638888,0-76-0-3170701000000083,5,949.78,MG,A515,-45.40416666,2006-07-12
0-2000-0-84809,VENDA NOVA DO IMIGRANTE,N,0.0,Operante,Automatica,-20.38555555,0-76-0-3205069000000539,6,722.0,ES,A633,-41.18999999,2017-02-09
0-2000-0-86920,VENTANIA,N,0.0,Operante,Automatica,-24.28027777,0-76-0-4128534000000471,8,1093.41,PR,A872,-50.21027777,2011-04-14
0-2000-0-86824,VICOSA,N,0.0,Operante,Automatica,-20.762607,0-76-0-3171303000000074,5,697.64,MG,A510,-42.864013,2005-09-14
0-2000-0-86701,VILA BELA DA SANTISSIMA TRINDADE,N,0.0,Operante,Automatica,-15.06277777,0-76-0-5105507000000153,9,213.0,MT,A922,-59.87305554,2006-11-30
0-2000-0-86831,VILA VELHA,N,0.0,Operante,Automatica,-20.46694443,0-76-0-3205200000000540,6,25.0,ES,A634,-40.40388888,2017-02-14
0-2000-0-86642,VILHENA,N,0.0,Operante,Automatica,-12.73499999,0-76-0-1100304000000416,9,583.3,RO,A938,-60.15777777,2008-08-25
0-2000-0-86830,VITORIA,N,0.0,Operante,Automatica,-20.27083332,0-76-0-3205309000000130,6,9.0,ES,A612,-40.30583333,2006-10-30
0-2000-0-86697,VITORIA DA CONQUISTA,N,0.0,Operante,Automatica,-14.88638888,0-76-0-2933307000000204,4,879.38,BA,A414,-40.80138888,2007-05-31
0-2000-0-86940,XANXERE,N,0.0,Operante,Automatica,-26.938666,0-76-0-4219507000000318,8,878.74,SC,A858,-52.39809,2008-03-14
0-2000-0-81896,XINGUARA,N,0.0,Operante,Automatica,-7.11055555,0-76-0-1508407000000527,2,245.0,PA,A247,-49.9261111,2016-09-10
0-2000-0-81747,ZE DOCA,N,0.0,Operante,Automatica,-3.26916666,0-76-0-2114007000000596,2,45.5,MA,A255,-45.65111111,2019-09-17
0-2000-0-82989,AGUA BRANCA,N,0.0,Operante,Convencional,-9.26472222,0-76-0-2700102000W82989,3,603.42,AL,82989,-37.93805555,1928-05-04
0-2000-0-82353,ALTAMIRA,N,0.0,Operante,Convencional,-3.21416666,0-76-0-1500602000W82353,2,101.51,PA,82353,-52.21305555,1927-04-23
0-2000-0-83007,ALTO DA BOA VISTA,N,0.0,Operante,Convencional,-22.96583333,0-76-0-3304557000W83007,6,347.1,RJ,83007,-43.27916666,1966-05-31
0-2000-0-82590,APODI,N,0.0,Operante,Convencional,-5.62666666,0-76-0-2401008000W82590,3,131.37,RN,82590,-37.815,1962-12-17
0-2000-0-83442,ARACUAI,N,0.0,Operante,Convencional,-16.84888888,0-76-0-3103405000W83442,5,317.67,MG,83442,-42.06083333,1918-09-05
