CD_OSCAR,DC_NOME,FL_CAPITAL,DT_FIM_OPERACAO,CD_SITUACAO,TP_ESTACAO,VL_LATITUDE,CD_WSI,CD_DISTRITO,VL_ALTITUDE,SG_ESTADO,CD_ESTACAO,VL_LONGITUDE,DT_INICIO_OPERACAO
0-2000-0-83368,ARAGARCAS,N,0.0,Operante,Convencional,-15.9025,0-76-0-5201702000W83368,10,327.03,GO,83368,-52.24527777,1970-07-18
0-2000-0-82659,ARAGUAINA,N,0.0,Operante,Convencional,-7.10388888,0-76-0-1702109000W82659,10,231.85,TO,82659,-48.20138888,1984-08-20
0-2000-0-83579,ARAXA,N,0.0,Operante,Convencional,-19.60555555,0-76-0-3104007000W83579,5,1018.28,MG,83579,-46.94972221,1916-09-06
0-2000-0-82890,ARCO VERDE,N,0.0,Operante,Convencional,-8.4336111,0-76-0-2601201000W82890,3,683.91,PE,82890,-37.05527777,1973-01-31
0-2000-0-82696,AREIA,N,0.0,Operante,Convencional,-6.97555554,0-76-0-2501104000W82696,3,571.75,PB,82696,-35.71805554,1928-12-31
0-2000-0-83384,ARINOS,N,0.0,Operante,Convencional,-15.91527777,0-76-0-3104502000W83384,5,523.0,MG,83384,-46.10722222,1976-04-04
0-2000-0-82460,BACABAL,N,0.0,Operante,Convencional,-4.21805554,0-76-0-2101202000W82460,2,26.6,MA,82460,-44.77583332,1976-08-14
0-2000-0-83980,BAGE,N,0.0,Operante,Convencional,-31.30555555,0-76-0-4301602000W83980,8,245.66,RS,83980,-54.11944443,1911-12-31
0-2000-0-82768,BALSAS,N,0.0,Operante,Convencional,-7.52944443,0-76-0-2101400000W82768,2,263.48,MA,82768,-46.04638888,1976-08-13
0-2000-0-83179,BARRA,N,0.0,Operante,Convencional,-11.084858,0-76-0-2902708000W83179,4,407.5,BA,83179,-43.138998,1925-03-02
0-2000-0-82571,BARRA DO CORDA,N,0.0,Operante,Convencional,-5.50638888,0-76-0-2101608000W82571,2,154.17,MA,82571,-45.23722221,1912-01-13
0-2000-0-83236,BARREIRAS,N,0.0,Operante,Convencional,-12.15583333,0-76-0-2903201000W83236,4,447.51,BA,83236,-45.00833333,1923-12-31
0-2000-0-82191,BELEM,S,0.0,Operante,Convencional,-1.43583333,0-76-0-1501402000W82191,2,7.13,PA,82191,-48.43722221,1923-10-31
0-2000-0-83587,BELO HORIZONTE,S,0.0,Operante,Convencional,-19.93444444,0-76-0-3106200000W83587,5,915.47,MG,83587,-43.95222222,1910-03-02
0-2000-0-82246,BELTERRA,N,0.0,Operante,Convencional,-2.64222221,0-76-0-1501451000W82246,2,164.3,PA,82246,-54.94388888,1971-07-31
0-2000-0-82410,BENJAMIN CONSTANT,N,0.0,Operante,Convencional,-4.3786111,0-76-0-1300607000W82410,1,78.41,AM,82410,-70.02999999,1923-12-31
0-2000-0-82024,BOA VISTA,S,0.0,Operante,Convencional,2.82944443,0-76-0-1400100000W82024,1,84.18,RR,82024,-60.66194444,1923-01-01
0-2000-0-83919,BOM JESUS,N,0.0,Operante,Convencional,-28.66944443,0-76-0-4302303000W83919,8,1047.5,RS,83919,-50.44194444,1948-05-23
0-2000-0-83288,BOM JESUS DA LAPA,N,0.0,Operante,Convencional,-13.25111111,0-76-0-2903904000W83288,4,447.75,BA,83288,-43.40527777,1941-10-31
0-2000-0-82975,BOM JESUS DO PIAUI,N,0.0,Operante,Convencional,-9.07999999,0-76-0-2201903000W82975,3,288.0,PI,82975,-44.32777777,1971-04-18
0-2000-0-83377,BRASILIA,S,0.0,Operante,Convencional,-15.78972221,0-76-0-5300108000W83377,10,1161.42,DF,83377,-47.92583332,1961-09-11
0-2000-0-82188,BREVES,N,0.0,Operante,Convencional,-1.68027777,0-76-0-1501808000W82188,2,9.8,PA,82188,-50.47805554,1970-08-31
0-2000-0-83589,C. DO MATO DENTRO,N,0.0,Operante,Convencional,-19.02027777,0-76-0-3117504000W83589,5,663.02,MG,83589,-43.43388888,1925-06-29
0-2000-0-82886,CABROBO,N,0.0,Operante,Convencional,-8.50388888,0-76-0-2603009000W82886,3,342.78,PE,82886,-39.31527777,1927-10-16
0-2000-0-82263,CAMETA,N,0.0,Operante,Convencional,-2.23972221,0-76-0-1502103000W82263,2,9.93,PA,82263,-49.49972221,1970-04-30
0-2000-0-82795,CAMPINA GRANDE,N,0.0,Operante,Convencional,-7.22555554,0-76-0-2504009000W82795,3,546.27,PB,82795,-35.90472222,1910-12-31
0-2000-0-83698,CAMPOS,N,0.0,Operante,Convencional,-21.74249999,0-76-0-3301009000W83698,6,11.2,RJ,83698,-41.33277777,1911-06-16
0-2000-0-83270,CANARANA,N,0.0,Operante,Convencional,-13.47083332,0-76-0-5102702000W83270,9,430.0,MT,83270,-52.2711111,1987-08-03
0-2000-0-83639,CAPARAO,N,0.0,Operante,Convencional,-20.526119,0-76-0-3112109000W83639,5,836.25,MG,83639,-41.90913,1972-11-16
0-2000-0-82042,CARACARAI,N,0.0,Operante,Convencional,1.83249999,0-76-0-1400209000W82042,1,51.99,RR,82042,-61.12083332,1970-01-10
0-2000-0-83592,CARATINGA,N,0.0,Operante,Convencional,-19.73583333,0-76-0-3113404000W83592,5,609.56,MG,83592,-42.13722221,1924-03-14
0-2000-0-83498,CARAVELAS,N,0.0,Operante,Convencional,-17.73944444,0-76-0-2906907000W83498,4,6.05,BA,83498,-39.25861111,1930-04-30
0-2000-0-83485,CARBONITA,N,0.0,Operante,Convencional,-17.533008,0-76-0-3113503000W83485,5,765.37,MG,83485,-43.012091,1980-12-31
0-2000-0-82765,CAROLINA,N,0.0,Operante,Convencional,-7.33722221,0-76-0-2102804000W82765,2,182.94,MA,82765,-47.45972222,1912-12-31
0-2000-0-83526,CATALAO,N,0.0,Operante,Convencional,-18.17027777,0-76-0-5205109000W83526,10,857.98,GO,83526,-47.95805555,1912-12-31
0-2000-0-83942,CAXIAS DO SUL,N,0.0,Operante,Convencional,-29.1961111,0-76-0-4305108000W83942,8,750.16,RS,83942,-51.18638888,1912-04-11
0-2000-0-82596,CEARA MIRIM,N,0.0,Operante,Convencional,-5.65333333,0-76-0-2402600000W82596,3,62.2,RN,82596,-35.42583332,1967-05-31
0-2000-0-82382,CHAPADINHA,N,0.0,Operante,Convencional,-3.74277777,0-76-0-2103208000W82382,2,104.0,MA,82382,-43.35222222,1976-08-27
0-2000-0-83192,CIPO,N,0.0,Operante,Convencional,-11.10138888,0-76-0-2907905000W83192,4,143.53,BA,83192,-38.52416666,1934-12-31
0-2000-0-82326,CODAJAS,N,0.0,Operante,Convencional,-3.8411111,0-76-0-1301308000W82326,1,30.31,AM,82326,-62.05527777,1974-08-18
0-2000-0-82676,COLINAS,N,0.0,Operante,Convencional,-6.03305554,0-76-0-2103505000W82676,2,175.56,MA,82676,-44.23333333,1976-05-18
0-2000-0-82861,CONCEICAO DO ARAGUAIA,N,0.0,Operante,Convencional,-8.25916666,0-76-0-1502707000W82861,2,179.02,PA,82861,-49.26388888,1920-03-18
0-2000-0-83718,CORDEIRO,N,0.0,Operante,Convencional,-22.02222221,0-76-0-3301504000W83718,6,505.9,RJ,83718,-42.36444444,1971-07-15
0-2000-0-83286,CORRENTINA,N,0.0,Operante,Convencional,-13.33249999,0-76-0-2909307000W83286,4,551.69,BA,83286,-44.61749999,1975-08-10
0-2000-0-83912,CRUZ ALTA,N,0.0,Operante,Convencional,-28.6261111,0-76-0-4306106000W83912,8,475.52,RS,83912,-53.61388888,1912-02-01
0-2000-0-83222,CRUZ DAS ALMAS,N,0.0,Operante,Convencional,-12.67527777,0-76-0-2909802000W83222,4,219.69,BA,83222,-39.08972221,1957-12-31
0-2000-0-83361,CUIABA,S,0.0,Operante,Convencional,-15.61999999,0-76-0-5103403000W83361,9,157.7,MT,83361,-56.10888888,1910-12-31
0-2000-0-83309,DIAMANTINO,N,0.0,Operante,Convencional,-14.40611111,0-76-0-5103502000W83309,9,274.02,MT,83309,-56.44694444,1931-12-31
0-2000-0-82678,FLORIANO,N,0.0,Operante,Convencional,-6.76166666,0-76-0-2203909000W82678,3,126.6,PI,82678,-43.00333333,1968-01-20
0-2000-0-82212,FONTE BOA,N,0.0,Operante,Convencional,-2.51583333,0-76-0-1301605000W82212,1,59.34,AM,82212,-66.10083333,1924-12-31
0-2000-0-83379,FORMOSA,N,0.0,Operante,Convencional,-15.54916666,0-76-0-5208004000W83379,10,938.68,GO,83379,-47.33888888,1924-12-31
0-2000-0-83334,FORMOSO,N,0.0,Operante,Convencional,-14.949727,0-76-0-3126208000W83334,5,854.6,MG,83334,-46.235795,1976-04-02
0-2000-0-82397,FORTALEZA,S,0.0,Operante,Convencional,-3.81527777,0-76-0-2304400000W82397,3,29.89,CE,82397,-38.53777777,1919-10-26
0-2000-0-83630,FRANCA,N,0.0,Operante,Convencional,-20.58444444,0-76-0-3516200000W83630,7,1003.55,SP,83630,-47.38249999,1910-12-31
0-2000-0-83423,GOIANIA,S,0.0,Operante,Convencional,-16.67305554,0-76-0-5208707000W83423,10,748.53,GO,83423,-49.26388888,1937-07-10
0-2000-0-83446,GUARATINGA,N,0.0,Operante,Convencional,-16.58081,0-76-0-2911808000W83446,4,197.88,BA,83446,-39.783182,1973-09-09
0-2000-0-83114,IGUABA GRANDE,N,0.0,Operante,Convencional,-22.84694444,0-76-0-3301876000W83114,6,5.6,RJ,83114,-42.18555555,1969-12-31
0-2000-0-82564,IMPERATRIZ,N,0.0,Operante,Convencional,-5.53638888,0-76-0-2105302000W82564,2,126.33,MA,82564,-47.47888888,1912-12-31
0-2000-0-83522,IPAMERI,N,0.0,Operante,Convencional,-17.72444443,0-76-0-5210109000W83522,10,778.14,GO,83522,-48.17194443,1977-02-09
0-2000-0-83836,IRATI,N,0.0,Operante,Convencional,-25.50277777,0-76-0-4110706000W83836,8,881.69,PR,83836,-50.63749999,1966-09-23
0-2000-0-82336,ITACOATIARA,N,0.0,Operante,Convencional,-3.13694444,0-76-0-1301902000W82336,1,19.16,AM,82336,-58.44277777,1926-12-31
0-2000-0-82445,ITAITUBA,N,0.0,Operante,Convencional,-4.27694443,0-76-0-1503606000W82445,2,24.5,PA,82445,-55.99305555,1927-12-31
0-2000-0-83488,ITAMARANDIBA,N,0.0,Operante,Convencional,-17.85972222,0-76-0-3132503000W83488,5,919.37,MG,83488,-42.85277777,1925-03-26
0-2000-0-83695,ITAPERUNA,N,0.0,Operante,Convencional,-21.20444444,0-76-0-3302205000W83695,6,123.6,RJ,83695,-41.90555555,1921-12-31
0-2000-0-83386,JANUARIA,N,0.0,Operante,Convencional,-15.44805555,0-76-0-3135209000W83386,5,480.0,MG,83386,-44.36638888,1912-06-18
0-2000-0-83464,JATAI,N,0.0,Operante,Convencional,-17.9236111,0-76-0-5211909000W83464,10,669.84,GO,83464,-51.71749999,1978-11-23
0-2000-0-82798,JOAO PESSOA,S,0.0,Operante,Convencional,-7.09527777,0-76-0-2507507000W82798,3,9.67,PB,82798,-34.8486111,1911-12-31
0-2000-0-83692,JUIZ DE FORA,N,0.0,Operante,Convencional,-21.76999999,0-76-0-3136702000W83692,5,936.9,MG,83692,-43.36444444,1909-12-31
0-2000-0-83452,JURAMENTO,N,0.0,Operante,Convencional,-16.775057,0-76-0-3136801000W83452,5,655.59,MG,83452,-43.667085,1986-11-13
0-2000-0-82723,LABREA,N,0.0,Operante,Convencional,-7.26138888,0-76-0-1302405000W82723,1,62.23,AM,82723,-64.78999999,1972-11-29
0-2000-0-83916,LAGOA VERMELHA,N,0.0,Operante,Convencional,-28.22249999,0-76-0-4311304000W83916,8,833.73,RS,83916,-51.51277777,1914-05-31
0-2000-0-83687,LAVRAS,N,0.0,Operante,Convencional,-21.2261111,0-76-0-3138203000W83687,5,916.19,MG,83687,-44.97972221,1911-02-17
0-2000-0-83242,LENCOIS,N,0.0,Operante,Convencional,-12.55777777,0-76-0-2919306000W83242,4,438.09,BA,83242,-41.38888888,1931-08-31
0-2000-0-82296,LUZILANDIA(LAG.DO PIAUI),N,0.0,Operante,Convencional,-3.46972221,0-76-0-2205805000W82296,3,44.13,PI,82296,-42.26805554,1972-05-17
0-2000-0-82098,MACAPA,S,0.0,Operante,Convencional,-0.04499999,0-76-0-1600303000W82098,2,12.8,AP,82098,-51.11,1924-12-31
0-2000-0-82331,MANAUS,S,0.0,Operante,Convencional,-3.10333333,0-76-0-1302603000W82331,1,61.25,AM,82331,-60.01638888,1909-12-31
0-2000-0-82562,MARABA,N,0.0,Operante,Convencional,-5.36611111,0-76-0-1504208000W82562,2,101.66,PA,82562,-49.12527777,1951-12-31
0-2000-0-83767,MARINGA,N,0.0,Operante,Convencional,-23.4,0-76-0-4115200000W83767,8,542.0,PR,83767,-51.91666666,1953-11-30
0-2000-0-82181,MONTE ALEGRE,N,0.0,Operante,Convencional,-2.0,0-76-0-1504802000W82181,2,100.52,PA,82181,-54.07638888,1974-03-08
0-2000-0-82792,MONTEIRO,N,0.0,Operante,Convencional,-7.89444444,0-76-0-2509701000W82792,3,606.41,PB,82792,-37.12472221,1940-01-13
0-2000-0-83437,MONTES CLAROS,N,0.0,Operante,Convencional,-16.68638888,0-76-0-3143302000W83437,5,645.87,MG,83437,-43.84388888,1911-12-31
0-2000-0-82588,MORADA NOVA,N,0.0,Operante,Convencional,-5.13666666,0-76-0-2308708000W82588,3,43.62,CE,82588,-38.35666666,1962-09-30
0-2000-0-83184,MORRO DO CHAPEU,N,0.0,Operante,Convencional,-11.54749999,0-76-0-2921708000W83184,4,1001.66,BA,83184,-41.15111111,1913-01-12
0-2000-0-83013,MUNIZ FREIRE,N,0.0,Operante,Convencional,-20.46583333,0-76-0-3203700000W83013,6,530.0,ES,83013,-41.41194444,1976-10-31
0-2000-0-82598,NATAL,S,0.0,Operante,Convencional,-5.83722221,0-76-0-2408102000W82598,3,47.68,RN,82598,-35.20777777,1910-12-31
0-2000-0-83319,NOVA XAV.(XAVANTINA),N,0.0,Operante,Convencional,-14.697917,0-76-0-5106257000W83319,9,305.33,MT,83319,-52.350226,1987-08-04
0-2000-0-82753,OURICURI,N,0.0,Operante,Convencional,-7.87944443,0-76-0-2609907000W82753,3,462.01,PE,82753,-40.09194444,1975-09-15
0-2000-0-83364,PADRE RICARDO REMETTER,N,0.0,Operante,Convencional,-15.7761111,0-76-0-5107800000W83364,9,140.0,MT,83364,-56.07194443,1985-12-31
0-2000-0-83033,PALMAS,S,0.0,Operante,Convencional,-10.14777777,0-76-0-1721000000W83033,10,267.0,TO,83033,-48.31444444,1993-10-07
0-2000-0-82992,PALMEIRA DOS INDIOS,N,0.0,Operante,Convencional,-9.42027777,0-76-0-2700805000W82992,3,277.98,AL,82992,-36.62027777,1927-12-31
0-2000-0-82990,PAO DE ACUCAR,N,0.0,Operante,Convencional,-9.74916666,0-76-0-2706406000W82990,3,20.86,AL,82990,-37.43083332,1927-03-13
0-2000-0-83565,PARANAIBA,N,0.0,Operante,Convencional,-19.66361111,0-76-0-5006309000W83565,7,429.62,MS,83565,-51.19138888,1971-07-06
0-2000-0-83737,PASSA QUATRO,N,0.0,Operante,Convencional,-22.38277777,0-76-0-3147600000W83737,5,919.55,MG,83737,-44.96694443,1912-07-28
0-2000-0-83914,PASSO FUNDO,N,0.0,Operante,Convencional,-28.2286111,0-76-0-4314100000W83914,8,684.05,RS,83914,-52.41194444,1912-07-31
0-2000-0-82791,PATOS,N,0.0,Operante,Convencional,-7.05361111,0-76-0-2510808000W82791,3,251.65,PB,82791,-37.27388888,1975-10-16
0-2000-0-82882,PAULISTANA,N,0.0,Operante,Convencional,-8.13222221,0-76-0-2207801000W82882,3,376.0,PI,82882,-41.14305555,1975-09-21
0-2000-0-83393,PEDRA AZUL,N,0.0,Operante,Convencional,-16.00944444,0-76-0-3148707000W83393,5,647.97,MG,83393,-41.2811111,1918-09-30
0-2000-0-82863,PEDRO AFONSO,N,0.0,Operante,Convencional,-8.9686111,0-76-0-1716505000W82863,10,189.53,TO,82863,-48.17722221,1977-03-03
0-2000-0-83228,PEIXE,N,0.0,Operante,Convencional,-12.01527777,0-76-0-1716604000W83228,10,252.24,TO,83228,-48.54499999,1975-04-30
0-2000-0-83985,PELOTAS,N,0.0,Operante,Convencional,-31.78333333,0-76-0-4314407000W83985,8,13.0,RS,83985,-52.41666666,1925-12-31
0-2000-0-82983,PETROLINA,N,0.0,Operante,Convencional,-9.3886111,0-76-0-2611101000W82983,3,372.54,PE,82983,-40.52333332,1940-12-31
0-2000-0-82780,PICOS,N,0.0,Operante,Convencional,-7.08083332,0-76-0-2208007000W82780,3,210.07,PI,82780,-41.43499999,1923-10-31
0-2000-0-83376,PIRENOPOLIS,N,0.0,Operante,Convencional,-15.85472222,0-76-0-5217302000W83376,10,766.92,GO,83376,-48.96611111,1977-02-16
0-2000-0-82480,PIRIPIRI,N,0.0,Operante,Convencional,-4.2761111,0-76-0-2208403000W82480,3,157.89,PI,82480,-41.79444444,1976-03-08
0-2000-0-83967,PORTO ALEGRE,S,0.0,Operante,Convencional,-30.05361111,0-76-0-4314902000W83967,8,41.18,RS,83967,-51.17472221,1909-12-08
0-2000-0-82184,PORTO DE MOZ,N,0.0,Operante,Convencional,-1.751055,0-76-0-1505908000W82184,2,13.08,PA,82184,-52.236186,1928-04-22
0-2000-0-82996,PORTO DE PEDRAS,N,0.0,Operante,Convencional,-9.162012,0-76-0-2707404000W82996,3,42.21,AL,82996,-35.299881,1927-03-13
0-2000-0-83064,PORTO NACIONAL,N,0.0,Operante,Convencional,-10.71083333,0-76-0-1718204000W83064,10,243.28,TO,83064,-48.40638888,1914-12-31
0-2000-0-83332,POSSE,N,0.0,Operante,Convencional,-14.08916666,0-76-0-5218300000W83332,10,830.35,GO,83332,-46.36666666,1975-08-03
0-2000-0-83097,PROPRIA,N,0.0,Operante,Convencional,-10.21388888,0-76-0-2805703000W83097,4,18.46,SE,83097,-36.84222221,1925-05-09
0-2000-0-82586,QUIXERAMOBIM,N,0.0,Operante,Convencional,-5.17305554,0-76-0-2311405000W82586,3,227.33,CE,82586,-39.28722221,1895-12-31
0-2000-0-83738,RESENDE,N,0.0,Operante,Convencional,-22.45111111,0-76-0-3304201000W83738,6,439.9,RJ,83738,-44.44472221,1944-05-21
0-2000-0-83470,RIO VERDE,N,0.0,Operante,Convencional,-17.78527777,0-76-0-5218805000W83470,10,780.04,GO,83470,-50.96472222,1970-12-31
0-2000-0-83441,SALINAS,N,0.0,Operante,Convencional,-16.154862,0-76-0-3157005000W83441,5,476.07,MG,83441,-42.284921,1925-03-04
0-2000-0-83229,SALVADOR (ONDINA),S,0.0,Operante,Convencional,-13.00583333,0-76-0-2927408000W83229,4,47.35,BA,83229,-38.50583333,1902-12-31
0-2000-0-83936,SANTA MARIA,N,0.0,Operante,Convencional,-29.72472221,0-76-0-4316907000W83936,8,103.1,RS,83936,-53.72055554,1911-12-31
0-2000-0-83696,SANTA MARIA MADALENA,N,0.0,Operante,Convencional,-21.96805554,0-76-0-3304607000W83696,6,640.0,RJ,83696,-42.00305555,1921-12-20
0-2000-0-83997,SANTA VITORIA DO PALMAR,N,0.0,Operante,Convencional,-33.53166666,0-76-0-4317301000W83997,8,24.01,RS,83997,-53.35027777,1912-09-30
0-2000-0-83726,SAO CARLOS,N,0.0,Operante,Convencional,-21.98027777,0-76-0-3548906000W83726,7,859.77,SP,83726,-47.88388888,1939-09-23
0-2000-0-82106,SAO GABRIEL DA CACHOEIRA(UAUPES),N,0.0,Operante,Convencional,-0.12527777,0-76-0-1303809000W82106,1,79.71,AM,82106,-67.06111111,1920-03-31
0-2000-0-82689,SAO GONCALO,N,0.0,Operante,Convencional,-6.83583333,0-76-0-2516201000W82689,3,237.04,PB,82689,-38.31166666,1938-10-07
0-2000-0-82879,SAO JOAO DO PIAUI,N,0.0,Operante,Convencional,-8.365,0-76-0-2210003000W82879,3,237.02,PI,82879,-42.25027777,1975-09-29
0-2000-0-83736,SAO LOURENCO,N,0.0,Operante,Convencional,-22.12638888,0-76-0-3163706000W83736,5,930.65,MG,83736,-45.04333333,1922-02-03
0-2000-0-82280,SAO LUIS,S,0.0,Operante,Convencional,-2.52666666,0-76-0-2111300000W82280,2,32.58,MA,82280,-44.21361111,1924-11-17
0-2000-0-83781,SAO PAULO(MIR.de SANTANA),S,0.0,Operante,Convencional,-23.49638888,0-76-0-3550308000W83781,7,785.16,SP,83781,-46.61999999,1945-11-30
0-2000-0-83669,SAO SIMAO,N,0.0,Operante,Convencional,-21.46111111,0-76-0-3550902000W83669,7,620.02,SP,83669,-47.57944443,1919-12-31
0-2000-0-83363,SAO VICENTE,N,0.0,Operante,Convencional,-15.82305554,0-76-0-5103403000W83363,9,786.99,MT,83363,-55.41888888,1985-11-07
0-2000-0-82690,SERIDO (CAICO),N,0.0,Operante,Convencional,-6.46749999,0-76-0-2402006000W82690,3,171.26,RN,82690,-37.08499999,1995-03-13
0-2000-0-83851,SOROCABA,N,0.0,Operante,Convencional,-23.47999999,0-76-0-3552205000W83851,7,597.58,SP,83851,-47.42666666,1927-12-31
0-2000-0-82797,SURUBIM,N,0.0,Operante,Convencional,-7.839628,0-76-0-2614501000W82797,3,421.44,PE,82797,-35.801056,1929-09-30
0-2000-0-83235,TAGUATINGA,N,0.0,Operante,Convencional,-12.40222222,0-76-0-1720903000W83235,10,604.88,TO,83235,-46.43833333,1915-12-21
0-2000-0-82807,TARAUACA,N,0.0,Operante,Convencional,-8.16027777,0-76-0-1200609000W82807,1,172.27,AC,82807,-70.7686111,1966-06-05
0-2000-0-82317,TEFE,N,0.0,Operante,Convencional,-3.38027777,0-76-0-1304203000W82317,1,56.0,AM,82317,-64.72527777,1929-01-03
0-2000-0-82578,TERESINA,S,0.0,Operante,Convencional,-5.03472221,0-76-0-2211001000W82578,3,75.73,PI,82578,-42.80138888,1911-03-20
0-2000-0-83744,TERESOPOLIS,N,0.0,Operante,Convencional,-22.41722221,0-76-0-3305802000W83744,6,874.2,RJ,83744,-42.97222221,1912-12-31
0-2000-0-82145,TRACUATEUA,N,0.0,Operante,Convencional,-1.06361111,0-76-0-1508035000W82145,2,24.68,PA,82145,-46.86527777,1972-09-07
0-2000-0-82361,TUCURUI,N,0.0,Operante,Convencional,-3.76,0-76-0-1508100000W82361,2,27.83,PA,82361,-49.66666666,1969-12-31
0-2000-0-82198,TURIACU,N,0.0,Operante,Convencional,-1.66138888,0-76-0-2112407000W82198,2,34.48,MA,82198,-45.37194443,1976-07-28
0-2000-0-83428,UNAI,N,0.0,Operante,Convencional,-16.36638888,0-76-0-3170404000W83428,5,595.59,MG,83428,-46.88944444,1976-04-06
0-2000-0-83648,VITORIA,S,0.0,Operante,Convencional,-20.31583333,0-76-0-3205309000W83648,6,36.2,ES,83648,-40.31694443,1923-11-19
0-2000-0-83344,VITORIA DA CONQUISTA,N,0.0,Operante,Convencional,-14.88638888,0-76-0-2933307000W83344,4,879.47,BA,83344,-40.80138888,1935-12-31
0-2000-0-82376,ZE DOCA,N,0.0,Operante,Convencional,-3.26916666,0-76-0-2114007000W82376,2,46.71,MA,82376,-45.65111111,1970-08-24
